Wall time,Step,Value
1741032560.9323506,1450000,9503.400390625
1741032598.5402036,1475000,11621.0
1741032636.4238846,1500000,12058.0
1741032690.883978,1525000,12528.5
1741032740.221414,1550000,6655.33349609375
1741032780.9403107,1575000,8013.33349609375
1741032818.4276211,1600000,8525.0
1741032864.127728,1625000,7428.0
1741032904.4846196,1650000,8852.25
1741032944.5065536,1675000,8834.3330078125
1741032984.4127643,1700000,11101.0
1741033023.8526492,1725000,9314.6669921875
1741033071.971463,1750000,11889.5
1741033111.3544157,1775000,11963.3330078125
1741033151.6871414,1800000,7951.5
1741033191.5517554,1825000,10543.6669921875
1741033245.0065417,1850000,10352.5
1741033294.567953,1875000,9586.75
1741033340.1966414,1900000,6173.33349609375
1741033378.3503444,1925000,8033.0
1741033416.7519124,1950000,10309.5
1741033470.3674655,1975000,11351.6669921875
1741033507.648903,2000000,12195.0
1741033583.0491836,2050000,11220.0
1741033621.1077805,2075000,9317.25
1741033666.326758,2100000,9698.3330078125
1741033703.8055542,2125000,5486.5
1741033745.084271,2150000,9835.0
1741033782.5930855,2175000,10669.0
1741033832.8738277,2200000,8714.3330078125
1741033870.2602985,2225000,9882.5
1741033914.5941808,2250000,8977.0
1741033964.1675718,2275000,10849.0
1741034008.0591917,2300000,10136.0
1741034053.939992,2325000,9719.25
1741034091.8249745,2350000,9598.0
1741034140.2580519,2375000,9168.3330078125
1741034189.8625824,2400000,9782.5
1741034249.3547363,2425000,10514.3330078125
1741034298.750566,2450000,10467.3330078125
1741034348.5464177,2475000,9889.0
1741034397.8765543,2500000,11386.5
1741034447.4460344,2525000,10818.0
1741034501.0182896,2550000,9750.0
1741034545.8017163,2575000,10492.6669921875
1741034595.4431052,2600000,10638.3330078125
1741034644.709321,2625000,9690.5
1741034694.1852279,2650000,10305.3330078125
1741034755.235994,2675000,8002.33349609375
1741034805.3227541,2700000,9613.6669921875
1741034855.7720118,2725000,9315.5
1741034907.6469269,2750000,10103.0
1741034958.2057428,2775000,10574.6669921875
1741035008.4299886,2800000,7698.0
1741035058.5700161,2825000,10209.0
1741035100.7257724,2850000,11127.6669921875
1741035139.2689793,2875000,9714.0
1741035191.4760342,2900000,10330.6669921875
1741035248.1164372,2925000,10213.0
1741035301.1887207,2950000,9533.0
1741035351.1260338,2975000,10621.0
1741035411.7025495,3000000,10388.0
1741035456.1948895,3025000,10390.0
1741035496.7901943,3050000,10816.0
1741035537.3237238,3075000,8349.3330078125
1741035579.849765,3100000,7544.66650390625
1741035623.5778267,3125000,9754.0
1741035659.3432283,3150000,10384.6669921875
1741035694.961744,3175000,9324.5
1741035731.412879,3200000,8432.6669921875
1741035766.9934154,3225000,8210.3330078125
1741035810.881953,3250000,10582.0
1741035847.1068127,3275000,10013.3330078125
1741035883.335586,3300000,8382.25
1741035919.5916424,3325000,9591.0
1741035963.5434375,3350000,10462.3330078125
1741035999.6708672,3375000,9925.0
1741036035.7091289,3400000,7279.0
1741036071.2539756,3425000,9827.6669921875
1741036107.1006858,3450000,10293.5
1741036150.772334,3475000,7281.33349609375
1741036186.126435,3500000,9940.3330078125
1741036221.4852247,3525000,9543.3330078125
1741036256.1503758,3550000,9828.3330078125
1741036290.9340923,3575000,8913.0
1741036333.8917341,3600000,7882.0
1741036368.5502257,3625000,8022.0
1741036403.5991952,3650000,8096.0
1741036438.3912094,3675000,9519.0
1741036481.4580033,3700000,8739.3330078125
1741036516.2194817,3725000,6527.5
1741036551.1211474,3750000,9928.6669921875
1741036585.9824934,3775000,8662.0
1741036620.6688137,3800000,7902.5
1741036663.1313229,3825000,9857.3330078125
1741036698.0350082,3850000,8512.0
1741036733.0382545,3875000,9723.6669921875
1741036767.810351,3900000,10554.6669921875
1741036810.6425066,3925000,8588.0
1741036845.4446194,3950000,10222.0
1741036880.4999244,3975000,8184.33349609375
1741036915.437714,4000000,8961.5
1741036950.274531,4025000,8126.75
1741036992.8837833,4050000,8951.0
1741037027.5065677,4075000,7733.33349609375
1741037062.2580035,4100000,9546.3330078125
1741037096.7494533,4125000,6102.5
1741037130.852161,4150000,10208.3330078125
1741037172.9767487,4175000,8141.0
1741037207.1669173,4200000,10686.3330078125
1741037241.6988554,4225000,9859.0
1741037275.9828157,4250000,8115.0
1741037318.341067,4275000,7784.0
1741037352.6414573,4300000,8782.0
1741037387.2287395,4325000,8727.5
1741037421.863518,4350000,8104.33349609375
1741037456.4340782,4375000,10300.3330078125
1741037498.7437532,4400000,8953.0
1741037533.6713996,4425000,9673.6669921875
1741037568.635425,4450000,9671.0
1741037603.3007004,4475000,9029.6669921875
1741037646.042792,4500000,9299.0
1741037680.92033,4525000,6897.66650390625
1741037715.6998262,4550000,7715.33349609375
1741037750.3328097,4575000,9111.3330078125
1741037785.1155903,4600000,9441.6669921875
1741037827.4404426,4625000,7660.33349609375
1741037862.3906941,4650000,7173.0
1741037897.0919113,4675000,9273.6669921875
1741037932.3940637,4700000,9338.3330078125
1741037967.0686889,4725000,6886.33349609375
1741038009.7069962,4750000,9689.3330078125
1741038044.2406907,4775000,8648.5
1741038078.7421227,4800000,10164.3330078125
1741038113.4335036,4825000,9320.3330078125
1741038156.0823705,4850000,9049.0
1741038190.8251102,4875000,6556.5
1741038225.5215864,4900000,9215.6669921875
1741038260.6239989,4925000,9393.3330078125
1741038295.1909893,4950000,9577.3330078125
1741038337.6054614,4975000,5925.0
1741038372.3685446,5000000,9286.6669921875
1741038407.4312186,5025000,9089.3330078125
1741038442.3265815,5050000,7654.0
1741038484.8504937,5075000,5924.66650390625
1741038519.9961734,5100000,7523.5
1741038554.5798748,5125000,7464.5
1741038589.8234587,5150000,6379.33349609375
1741038624.4788713,5175000,7720.5
1741038666.9258718,5200000,6826.33349609375
1741038701.6283112,5225000,7775.0
1741038736.1071956,5250000,9187.3330078125
1741038770.756576,5275000,9199.0
1741038805.7156353,5300000,8417.0
1741038848.2114868,5325000,8149.66650390625
1741038882.8815906,5350000,9053.0
1741038917.5893643,5375000,7480.0
1741038951.7054243,5400000,9369.0
1741038994.244249,5425000,9144.0
1741039028.4306908,5450000,9324.0
1741039062.6655326,5475000,8310.0
1741039096.8196907,5500000,9993.3330078125
1741039131.133545,5525000,7319.0
1741039173.4491909,5550000,9263.6669921875
1741039207.8610947,5575000,8059.0
1741039241.8402593,5600000,9253.3330078125
1741039276.373652,5625000,8940.5
1741039318.2665358,5650000,7764.0
1741039352.5712202,5675000,7830.0
1741039386.7419865,5700000,9202.6669921875
1741039421.1116457,5725000,8199.6669921875
1741039455.3367772,5750000,6443.5
1741039497.321802,5775000,5680.5
1741039531.4130235,5800000,9081.6669921875
1741039565.776827,5825000,9540.3330078125
1741039599.9378178,5850000,7986.25
1741039634.1990607,5875000,6858.25
1741039676.5457902,5900000,6310.75
1741039710.7718713,5925000,9369.3330078125
1741039745.1287336,5950000,7384.5
1741039779.1872025,5975000,9583.3330078125
1741039821.3711667,6000000,6716.66650390625
