Wall time,Step,Value
1741029867.9675608,25000,2652.5
1741029921.0529711,50000,2823.166748046875
1741029973.061679,75000,4298.85693359375
1741030023.018547,100000,3325.888916015625
1741030085.3944716,125000,2890.199951171875
1741030136.0518842,150000,3236.699951171875
1741030187.284842,175000,4211.0
1741030237.6513371,200000,3865.5
1741030287.9523668,225000,3215.142822265625
1741030348.5571702,250000,4569.5
1741030398.8318112,275000,3530.875
1741030449.7044146,300000,3703.800048828125
1741030496.1226895,325000,5494.5
1741030542.2049894,350000,7636.0
1741030592.8586705,375000,9154.0
1741030642.9801927,400000,6684.33349609375
1741030693.4878433,425000,10167.5
1741030743.9993906,450000,4265.33349609375
1741030835.9908495,500000,20421.0
1741030882.2556062,525000,6692.0
1741030932.9853773,550000,14651.0
1741030983.936629,575000,22782.0
1741031038.3392498,600000,5361.0
1741031076.8410506,625000,16794.0
1741031114.766308,650000,16151.0
1741031152.9817734,675000,14453.5
1741031212.4620066,700000,20464.0
1741031263.0788543,725000,9428.5
1741031313.5715897,750000,28484.0
1741031364.1474884,775000,17155.5
1741031415.1613133,800000,13605.0
1741031477.1126254,825000,10448.5
1741031527.5542989,850000,19049.0
1741031570.433754,875000,17238.0
1741031618.0621123,900000,15613.0
1741031679.5203757,925000,15509.0
1741031733.3028903,950000,7954.60009765625
1741031779.21667,975000,9967.5
1741031820.377996,1000000,10241.5
1741031868.5211601,1025000,8503.6669921875
1741031923.5951695,1050000,8938.0
1741031961.937483,1075000,13222.0
1741031999.833572,1100000,7703.33349609375
1741032037.922936,1125000,9676.0
1741032078.6616576,1150000,11955.5
1741032125.911373,1175000,16263.0
1741032163.447243,1200000,12185.5
1741032201.3834307,1225000,13569.3330078125
1741032239.1290593,1250000,14004.0
1741032285.0195804,1275000,12447.5
1741032322.8448896,1300000,13608.6669921875
1741032360.9841487,1325000,8925.0
1741032399.175967,1350000,9904.6669921875
1741032437.9361913,1375000,11822.0
1741032484.1221406,1400000,17375.0
1741032522.2622716,1425000,12301.5
