Wall time,Step,Value
1741029867.9705427,25000,62.124656677246094
1741029921.0550613,50000,19.528697967529297
1741029973.0671844,75000,10.862284660339355
1741030023.0205429,100000,4.949725151062012
1741030085.392494,125000,3.4004807472229004
1741030136.0568066,150000,4.416943550109863
1741030187.2868364,175000,3.4284892082214355
1741030237.6553257,200000,3.201392650604248
1741030287.9549763,225000,3.067157030105591
1741030348.555175,250000,2.136359691619873
1741030398.83531,275000,1.942432165145874
1741030449.7064087,300000,2.240718364715576
1741030496.1236873,325000,5.443797588348389
1741030542.2069848,350000,4.492156505584717
1741030592.8616624,375000,4.699382781982422
1741030642.9821873,400000,6.618882656097412
1741030693.4898462,425000,6.1785149574279785
1741030744.0023825,450000,4.548864841461182
1741030797.1188912,475000,7.639801025390625
1741030835.9928443,500000,10.33967399597168
1741030882.2585955,525000,11.290217399597168
1741030932.9883666,550000,11.366710662841797
1741030983.935632,575000,9.820354461669922
1741031038.3382514,600000,7.932518482208252
1741031076.8440428,625000,10.148941040039062
1741031114.7693017,650000,9.260571479797363
1741031152.983736,675000,8.59278392791748
1741031212.4600117,700000,8.945612907409668
1741031263.0818467,725000,8.814533233642578
1741031313.573584,750000,9.49662971496582
1741031364.150212,775000,10.32578182220459
1741031415.1643057,800000,9.408024787902832
1741031477.1106308,825000,10.408644676208496
1741031527.5582557,850000,10.637323379516602
1741031570.4357486,875000,12.664196014404297
1741031618.0651038,900000,11.541707038879395
1741031679.5233824,925000,10.604188919067383
1741031733.3048944,950000,11.501097679138184
1741031779.2186873,975000,13.03315258026123
1741031820.379991,1000000,14.94626235961914
1741031868.5231423,1025000,15.914032936096191
1741031923.5941713,1050000,14.446162223815918
1741031961.9394767,1075000,13.789326667785645
1741031999.835566,1100000,13.23957633972168
1741032037.925928,1125000,11.049848556518555
1741032078.6606605,1150000,13.757588386535645
1741032125.9093761,1175000,16.541847229003906
1741032163.4492471,1200000,16.656147003173828
1741032201.3864226,1225000,17.190183639526367
1741032239.127218,1250000,19.6785945892334
1741032285.0185778,1275000,14.7199125289917
1741032322.847882,1300000,17.315319061279297
1741032360.982155,1325000,15.93251895904541
1741032399.178959,1350000,17.926179885864258
1741032437.9344037,1375000,13.882006645202637
1741032484.1211538,1400000,15.96135139465332
1741032522.2642796,1425000,21.62982177734375
1741032560.935343,1450000,24.926021575927734
1741032598.5382085,1475000,17.65498924255371
1741032636.4218779,1500000,14.56247329711914
1741032690.881985,1525000,20.928363800048828
1741032740.2253985,1550000,18.62952995300293
1741032780.942315,1575000,21.561019897460938
1741032818.4295866,1600000,19.022241592407227
1741032864.1299472,1625000,17.816505432128906
1741032904.4876127,1650000,23.953014373779297
1741032944.5065536,1675000,18.087440490722656
1741032984.410771,1700000,16.18344497680664
1741033023.85465,1725000,29.23554039001465
1741033071.9694676,1750000,15.648588180541992
1741033111.3564055,1775000,25.101667404174805
1741033151.6902547,1800000,15.465827941894531
1741033191.5547478,1825000,22.3292179107666
1741033245.0035481,1850000,21.457393646240234
1741033294.5709152,1875000,21.460128784179688
1741033340.1993175,1900000,21.005081176757812
1741033378.3523536,1925000,26.65944480895996
1741033416.7539077,1950000,27.16508674621582
1741033470.366509,1975000,24.67336654663086
1741033507.6469076,2000000,14.789920806884766
1741033545.5445173,2025000,28.336427688598633
1741033583.0511775,2050000,34.997108459472656
1741033621.1058824,2075000,19.97193145751953
1741033666.3257606,2100000,30.232852935791016
1741033703.8084798,2125000,25.17841339111328
1741033745.0822864,2150000,24.346467971801758
1741033782.595399,2175000,25.382253646850586
1741033832.8717463,2200000,26.38606834411621
1741033870.2632072,2225000,27.65715217590332
1741033914.598289,2250000,27.407140731811523
1741033964.1707578,2275000,23.916297912597656
1741034008.058195,2300000,27.163257598876953
1741034053.9419868,2325000,28.831430435180664
1741034091.8269694,2350000,22.825855255126953
1741034140.2610517,2375000,30.298599243164062
1741034189.8645787,2400000,31.234508514404297
1741034249.352743,2425000,29.119396209716797
1741034298.7535627,2450000,34.81966781616211
1741034348.5444229,2475000,23.11014747619629
1741034397.8795464,2500000,31.133243560791016
1741034447.4480298,2525000,29.07084846496582
1741034501.016295,2550000,26.14517593383789
1741034545.8098853,2575000,33.20928955078125
1741034595.4460993,2600000,29.223844528198242
1741034644.7083266,2625000,20.681718826293945
1741034694.183233,2650000,23.73802375793457
1741034755.2340713,2675000,26.559879302978516
1741034805.3247495,2700000,24.54580307006836
1741034855.7700155,2725000,26.54771614074707
1741034907.6489198,2750000,34.130313873291016
1741034958.2077577,2775000,35.522216796875
1741035008.4319844,2800000,36.95679473876953
1741035058.5730076,2825000,30.07193374633789
1741035100.7237778,2850000,31.915246963500977
1741035139.2664835,2875000,73.43081665039062
1741035191.4783535,2900000,34.1426887512207
1741035248.1192138,2925000,35.7220344543457
1741035301.1907148,2950000,38.490848541259766
1741035351.1290257,2975000,41.778995513916016
1741035411.701538,3000000,34.320037841796875
1741035456.1978972,3025000,27.402198791503906
1741035496.793186,3050000,36.52813720703125
1741035537.3257315,3075000,35.2412109375
1741035579.8527567,3100000,40.54988479614258
1741035623.5768185,3125000,33.42416000366211
1741035659.3452232,3150000,29.810850143432617
1741035694.9637387,3175000,34.94550704956055
1741035731.4148734,3200000,35.140560150146484
1741035766.991445,3225000,25.691186904907227
1741035810.8809416,3250000,31.922277450561523
1741035847.1098053,3275000,41.18204879760742
1741035883.3375835,3300000,26.563661575317383
1741035919.5906165,3325000,31.603120803833008
1741035963.541426,3350000,34.26097106933594
1741035999.6728613,3375000,25.067331314086914
1741036035.7111242,3400000,27.747095108032227
1741036071.25597,3425000,31.107196807861328
1741036107.0986912,3450000,27.896827697753906
1741036150.774329,3475000,29.568708419799805
1741036186.1294272,3500000,41.35196304321289
1741036221.4872272,3525000,21.78995132446289
1741036256.1493783,3550000,27.504804611206055
1741036290.9330952,3575000,40.17033767700195
1741036333.890737,3600000,33.8730583190918
1741036368.5522444,3625000,27.99278450012207
1741036403.6011896,3650000,39.57278060913086
1741036438.389215,3675000,21.67025375366211
1741036481.4559643,3700000,35.443424224853516
1741036516.221476,3725000,35.76649856567383
1741036551.1231422,3750000,38.760719299316406
1741036585.9854858,3775000,41.99128723144531
1741036620.6718059,3800000,37.94416809082031
1741036663.1303258,3825000,31.895544052124023
1741036698.0370028,3850000,39.68223571777344
1741036733.0402496,3875000,26.631467819213867
1741036767.808356,3900000,30.858301162719727
1741036810.641509,3925000,40.31343078613281
1741036845.446606,3950000,30.325115203857422
1741036880.5019662,3975000,31.699684143066406
1741036915.436717,4000000,27.309185028076172
1741036950.2735336,4025000,32.92485427856445
1741036992.881563,4050000,29.09752655029297
1741037027.5085652,4075000,31.096717834472656
1741037062.2599978,4100000,39.26789855957031
1741037096.7524478,4125000,49.7881965637207
1741037130.8551533,4150000,23.573820114135742
1741037172.9757602,4175000,34.103458404541016
1741037207.168917,4200000,40.82235336303711
1741037241.7017455,4225000,32.43242645263672
1741037275.9856582,4250000,24.833755493164062
1741037318.339072,4275000,38.38362121582031
1741037352.6444495,4300000,37.05586624145508
1741037387.2277484,4325000,22.073272705078125
1741037421.8655124,4350000,39.72475051879883
1741037456.4370701,4375000,30.0835018157959
1741037498.741758,4400000,31.931325912475586
1741037533.6733944,4425000,37.363502502441406
1741037568.638417,4450000,51.796104431152344
1741037603.3026948,4475000,30.653480529785156
1741037646.0448291,4500000,54.571353912353516
1741037680.923322,4525000,33.668701171875
1741037715.7028182,4550000,36.9254150390625
1741037750.3358026,4575000,37.28794860839844
1741037785.1185827,4600000,39.3820915222168
1741037827.4394455,4625000,30.535402297973633
1741037862.3927064,4650000,45.59138870239258
1741037897.093906,4675000,38.06265640258789
1741037932.396058,4700000,29.73508644104004
1741037967.0706835,4725000,37.24489212036133
1741038009.704985,4750000,31.114574432373047
1741038044.2436826,4775000,43.69414520263672
1741038078.7446306,4800000,31.3094425201416
1741038113.436007,4825000,31.42597770690918
1741038156.0813682,4850000,38.094181060791016
1741038190.8281035,4875000,33.720924377441406
1741038225.5235708,4900000,40.52725601196289
1741038260.6259935,4925000,28.666635513305664
1741038295.1935017,4950000,37.551856994628906
1741038337.607456,4975000,44.0416374206543
1741038372.3710485,5000000,42.1779670715332
1741038407.4342213,5025000,37.06853485107422
1741038442.3285763,5050000,41.14847946166992
1741038484.8524885,5075000,32.85206604003906
1741038519.9981678,5100000,39.79357147216797
1741038554.5818694,5125000,43.0819091796875
1741038589.825607,5150000,47.43061447143555
1741038624.4778738,5175000,29.331193923950195
1741038666.924875,5200000,39.541297912597656
1741038701.6303058,5225000,40.68691635131836
1741038736.1052012,5250000,31.132518768310547
1741038770.755572,5275000,43.837066650390625
1741038805.7136412,5300000,49.64716339111328
1741038848.2094917,5325000,41.61215591430664
1741038882.883585,5350000,38.119869232177734
1741038917.5913587,5375000,41.9346809387207
1741038951.7074194,5400000,45.57695770263672
1741038994.2432518,5425000,41.63465118408203
1741039028.4326856,5450000,33.862125396728516
1741039062.6665304,5475000,52.97059631347656
1741039096.8216853,5500000,40.9780158996582
1741039131.1355398,5525000,36.73958206176758
1741039173.447196,5550000,46.42166519165039
1741039207.8640308,5575000,37.59481430053711
